Statement,Label
 Senator Who Has Accomplished Nothing Is Very Upset People Think He’s Accomplished Nothing,FALSE
Suspect in shooting of Idaho pastor arrested,TRUE
 Everyone Needs To Read Obama’s Remarks After Two More Black Men Fall To Police Brutality,FALSE
 WATCH: Trump Surrogate Omarosa Says Detractors Will Be Forced To ‘Bow Down To President Trump’,FALSE
 Trump Admin. Tosses Out Another Obama Rule – His Sons Can Be Even Worse Douchebags Now,FALSE
Trump's Central America plan will not boost militarization: Honduras president,TRUE
Myanmar ministers deliver aid to trapped Rohingya village,TRUE
UK lawmakers vent anger at PM May's fragile government over welfare reform,TRUE
U.S. raises protection of election systems against cyber attacks,TRUE
White House says Trump not eying corporate tax rate phase-in,TRUE
Planned meeting of TPP leaders at APEC summit did not happen: officials,TRUE
Britain moves to tackle abuse in a bastion of tradition: parliament,TRUE
Trump's about-face on fund-raising seems unlikely to dent his popularity,TRUE
U.S. lawmakers say Trump administration still lacks clear North Korea plan,TRUE
 Scott Baio Tries To Push Hillary’s ‘Body Double’ Conspiracy And Fails MISERABLY (TWEETS),FALSE
Former Republican presidential hopeful Graham: won't back Trump or Clinton,TRUE
"More than half of schools in Boko Haram's region are shut, UNICEF says",TRUE
Criticism of Ukraine's language law justified: rights body,TRUE
 Trump Gets STEAMROLLED By Ex-CIA Chief For Using CIA Speech To Stroke His Own Ego,FALSE
Iraq asks U.N. for help to build new nuclear power reactor,TRUE
"Water entered missing Argentine sub's snorkel, causing short circuit",TRUE
 Ted Cruz Accepts Endorsement Of Pastor Who Says God Sent Hitler To Kill The Jews (VIDEO),FALSE
 Clinton Ties With Trump In The Very Republican State Of Georgia,FALSE
A waste of money? Trump's border wall falling flat in Arizona: Reuters/Ipsos poll,TRUE
Yemen's Saleh says ready for 'new page' with Saudi-led coalition,TRUE
 Watch This Awesome Mashup of Michael Flynn Leading The ‘Lock Her Up’ Chant As He Goes Off To Court (VIDEO),FALSE
"Trump vows strong U.S. ties with Israel, draws fire from Clinton",TRUE
 BREAKING: C.I.A. Knew Russia Wanted Trump WAY Before Election; NOTHING Was Done (DETAILS),FALSE
"Factbox: Trump to meet with Cohn, Romney, Corker, Giuliani, others",TRUE
 Senator Asks DOJ To Step In After White Supremacists Vow To Engage In Poll Watching,FALSE
 Seth McFarlane BRUTALLY Mocks Kellyanne Conway’s Ridiculous ‘Microwave’ Theory (TWEETS),FALSE
Germany's Greens overtake liberals in poll as coalition talks continue,TRUE
U.S. Senate advances nomination of Tillerson as Secretary of State,TRUE
" BREAKING: Republican Senate Hopeful Speaks His Mind, Says Putin Is Right, America Is Evil",FALSE
Chile's divided center-left pledges unity for presidential runoff,TRUE
House conservative: Tax overhaul must happen by Thanksgiving,TRUE
 Obama Just Did Something Awesome On National TV That No President EVER Did Before (VIDEO),FALSE
 BREAKING: Mexico Stands Strong AGAINST Trump’s Wall; Delivers BRUTAL Remarks,FALSE
"U.S. ally seen clinching re-election in Honduras vote, eight years after coup",TRUE
Scottish parliament says security incident is over,TRUE
House tax bill release delayed until Thursday: sources,TRUE
 Obama Teasing Stephen Curry For ‘Clowning’ Just Further Proof He’s The Coolest Ever (VIDEO),FALSE
Reforms aimed at making Pentagon acquisition more agile: House,TRUE
Macron aiming for eurozone 'convergence' with Germany by March,TRUE
Draft Senate healthcare bill would link subsidies to income: Washington Post,TRUE
 Trump Signs Huge Saudi Arms Deal,FALSE
 A Whopping 0% Of Black Voters In Ohio And Pennsylvania Support Trump,FALSE
Turkey detains 17 people in investigation related to gold trader Zarrab: agency,TRUE
"When Trump tells supporters not to donate, they mostly listen",TRUE
" Polls Show Millennials Hate Trump, Would Overwhelmingly Back Clinton",FALSE
" WATCH: Trump Issues Bizarre Response To Leak Of Groping Audio, And It’s A Total DISASTER (VIDEO)",FALSE
Tokyo Governor Koike leaves door open for ruling party PM post election,TRUE
 Trump Gets ANNIHILATED On Twitter After He Pretends He Didn’t Just Trash Police Officers (TWEETS),FALSE
Protesters keeping kids away from Cleveland Republican convention,TRUE
 Dems Furious After Rosenstein Briefing,FALSE
U.S. defense budget proposal sees modest increase despite hawkish rhetoric,TRUE
Yemen official says disappointed by U.S. Supreme court decision on travel ban,TRUE
Detroit school system's manager to step down this month,TRUE
Iraqi parliament 'has no right' to remove Kirkuk's governor: senior Kurdish official,TRUE
Turkey's Erdogan says U.S. decision on Jerusalem disregards United Nations,TRUE
Dominican Republic shuts most ports ahead of Hurricane Maria,TRUE
China's former top graft-buster warns of plots to seize power,TRUE
Chemical weapons watchdog to get new leader as it investigates Syria,TRUE
Democrats sue to get documents on Trump's Washington hotel,TRUE
New York probing Trump's closing of Trump Tower atrium for campaign events,TRUE
Finland seeks jail for men accused of planning to join Syria militant group,TRUE
"Caught up in Catalan crisis, Belgian PM urges 'dialogue'",TRUE
Trump Jr. to testify privately to Senate committee on Thursday,TRUE
South Sudan rebels say army attacked them after signing ceasefire,TRUE
" Whoopi Goldberg Gets PISSED, Gives Trump The Reality Check We’ve All Been Waiting For (VIDEO)",FALSE
Germany's FDP party leader 'can't imagine' three-way coalition,TRUE
 National Police Union Begs Trump To Make Racial Profiling Legal Again – And He Just Might,FALSE
Germany refuses to recognize Catalonia independence move,TRUE
" Ben Carson Campaign In Shambles After Top Aides, 20 Staffers Quit",FALSE
Factbox: Who will Trump pick to lead the Federal Reserve?,TRUE
U.S. Navy moving aircraft carrier for Hurricane Irma relief,TRUE
Factbox: Key points of Trump's 2018 budget proposal,TRUE
Suspect in shooting of Idaho pastor arrested: media,TRUE
"UAE has information Tunisian women may commit 'terrorist acts', Tunisia says",TRUE
 Tone Deaf Trump: Congrats Rep. Scalise On Losing Weight After You Almost Died,FALSE
Factbox: Main themes of Trump's speech to Congress,TRUE
Wife of disgraced Mexican governor taking 'refuge' in UK: report,TRUE
 WATCH: Joy Reid HAMMERS Republicans For Wasting Taxpayer Money To Pay For Trump’s Wall,FALSE
Manafort pledges $12 million in assets in bid to avoid house arrest: document,TRUE
"'They have to pay', EU's Juncker says of Britain",TRUE
 This Senator Has The PERFECT Response To Trump’s Remarks About Former Beauty Queen’s Weight,FALSE
Tillerson calls China cooperation on North Korea 'uneven',TRUE
Tillerson says U.S. weighing closing embassy in Cuba over sonic attacks,TRUE
 Christian Lawyer Threatens Transgender Women With Gun Violence If They Use Same Bathroom As Her,FALSE
 Mexico’s Ex-President Mercilessly Trolls Trump For His ‘I’ll Bring Our Jobs Back’ Mantra (TWEETS),FALSE
Abadi says Iraq to act soon over border areas in stand-off with Kurds,TRUE
 REPORT: Trump Still Seething Like A Child Because Bannon Gets More Attention Than He Does (DETAILS),FALSE
Turkish judge finds 42 soldiers guilty of trying to kill Erdogan,TRUE
Factbox: Priebus the latest official to leave Trump administration,TRUE
"Trump, lawmakers agree on disaster aid, debt limit, spending: Democrats",TRUE
"Obama, Clinton scold Trump over proposed Muslim ban",TRUE
 VINDICATION: Sally Yates Nominated For JFK Courage Award For Standing Up To Trump’s Muslim Ban,FALSE
 Trump Is Now Talking About Going To War With Three Countries,FALSE
"Clinton faces pressure to pick VP who is tough on trade, Wall Street",TRUE
Climate advocates study industry lobby's playbook to fight Trump,TRUE
Cambodia's Hun Sen renews criticism of United States amid escalating row,TRUE
Trump tells Russia to 'rein in' Syria's Assad during meeting with minister,TRUE
Saudi king decrees women be allowed to drive,TRUE
U.S. preparing plan to draw down embassy staff in Havana: sources,TRUE
U.S. immigration arrests up nearly 40 percent under Trump,TRUE
 ‘Pro-Life’ Scott Walker Just Signed Two Bills That Will INCREASE The Need For Abortions,FALSE
Abe says agreed with Putin to implement U.N. sanctions on North Korea,TRUE
A barb at Germany puts Trump administration on collision course with EU,TRUE
Vatican trip could boost Sanders' fight against Clinton,TRUE
Dubai frees Briton sentenced for touching another man: advocacy group,TRUE
Satellite calls yield no clues on missing Argentine submarine,TRUE
"U.S. ""probing"" to see if North Korea interested in dialogue: Tillerson",TRUE
U.S. to deny visas to Cambodian officials over opposition crackdown,TRUE
"Turkey wants Iraq's Kurdish region to drop referendum, avoid sanctions",TRUE
 Trump Made MILLIONS Renting Space To Iranian Bank That Supports Terrorism (DETAILS),FALSE
"24 militants, six soldiers killed in attacks in Egypt's Sinai, military says",TRUE
" White Man Yells ‘F*cking N*****s,’ Shoots At Crowd In Black Candidate’s Campaign HQ (VIDEO)",FALSE
 Hillary Clinton: Trump ‘Crossed The Line’ With Second Amendment Comment (VIDEO),FALSE
 Gingrich Seriously Thinks Trump Could Get More Black Votes ‘Than Any Republican In Modern Times’,FALSE
Search for missing Argentine submarine reaches 'critical phase',TRUE
UK PM May tells business chiefs: two-year Brexit transition is assured - source,TRUE
Senate Republican leader says DACA should be part of border security discussion,TRUE
Treasury's Mnuchin says Trump does not want trade wars,TRUE
N.Y. power company sends crew to aid Puerto Rico after hurricane,TRUE
Singapore PM Lee says ready to step down in couple of years; no successor picked yet,TRUE
Senate votes to confirm Gottlieb as head of FDA,TRUE
Trump likely to recognize Jerusalem as Israel's capital next week: official,TRUE
 Man Who Penned ‘Benghazi Mom’s’ GOP Convention Speech Does STARTLING 180-Degree Flip On Hillary,FALSE
"Trump Obamacare move seen harming Americans, bipartisan prospects",TRUE
"'The Rock' talks a future in politics, including potential White House run",TRUE
"For better or worse, Bill Clinton not a big factor among U.S. voters: poll",TRUE
Three people die in avalanches in Swiss Alps,TRUE
 Trump Accidentally Says He Wants Single Payer In Latest Tweet – Twitter Lets Him Know (TWEETS),FALSE
"ATLANTA: PANDEMONIUM As World’s Largest Airport Goes DARK…Airport Evacuated…1,161 Flights Canceled [VIDEO]",FALSE
White House says Israel's new settlement contradicts assurances,TRUE
Denmark passes law that could ban Russian pipeline from going through its waters,TRUE
 WATCH: Justin Timberlake Just Made A Joke About Trump That Everyone Needs To Hear,FALSE
 Kansas GOP Will Undercut State Supreme Court Before Fixing Education Budget As Ordered,FALSE
 Trump Stoops To A New Low: My Rallies ‘Are The Safest Places A Child Could Be’,FALSE
 The Gloves Are OFF: Hillary’s New Ad Uses Republicans To Absolutely PUMMEL Trump (VIDEO),FALSE
Russian military denies report IS captured Russian soldiers in Syria: Ifax,TRUE
Trump VP Pence says he views Cheney as a role model,TRUE
Britain's May 'deeply concerned' over reports of sexual harassment in parliament,TRUE
Trump: 'I don't see a deal' with Democrats on keeping government open,TRUE
 It’s Mueller Time!: Russia Probe Just Got Worse For Trump And It’s Going To Hurt,FALSE
EU braces for Brexit talks collapse as May falters,TRUE
 Clinton’s Devastating New Ad Puts Trump’s White Supremacist Ties On Full Display (VIDEO),FALSE
"Hamas deputy leader says to continue Iran ties, armed fight",TRUE
 Trump Is ACTIVELY Working To RIP Families Away From Military Members,FALSE
U.S. says payment to Iran used as leverage for prisoners' release,TRUE
" Jeb Bush Cherishes A Secret Ambition — And No, It’s Not Being POTUS (VIDEO)",FALSE
Turkey to do whatever necessary if banking sector affected by U.S. trial: Simsek,TRUE
Obama says more must be done to address U.S. police shootings,TRUE
"Kremlin says Putin, Trump to speak by phone on Tuesday: RIA",TRUE
Sanders steps up feud with Democratic establishment,TRUE
 Mike Pence Somehow Makes Trump’s Khan Family Disaster EVEN WORSE (TWEET),FALSE
 Elizabeth Warren Hilariously Exposes Trump’s Lies About His Business Record (VIDEO),FALSE
Mueller tells White House to save files on Donald Trump Jr meeting: CNN,TRUE
Factbox: What Trump has said about the United Nations,TRUE
 Bill O’Reilly’s Show Bizarrely Cut Short In Wake Of Advertisers’ Mass Exodus (DETAILS),FALSE
Tillerson calls on Saudis to be 'more thoughtful' in Middle East,TRUE
Britain says West must defend undersea cables from Russian navy,TRUE
Justice Department should analyze Dow-DuPont deal: senator,TRUE
Nearly half of Americans oppose Republican tax bill: Reuters/Ipsos poll,TRUE
France says North Korea close to long-range missile capability,TRUE
"Trumped by candidate's rhetoric, Republican lawmakers at a loss for words",TRUE
" DESPERATE: Trump Doubles Down On Wiretap Lie, Says He Will ‘Be Proven Right’",FALSE
WALMART Is Selling “Made In Mexico” Apparel Featuring Domestic Terror Group [VIDEO],FALSE
Malaysia asks Interpol to trace financier linked to 1MDB scandal,TRUE
Newly found emails in FBI probe not on Clinton server: U.S. source,TRUE
Obama is 'fired up' for Clinton as Democrats seek to unify party,TRUE
 Glenn Beck’s Bullsh*t Defense Of Bigoted Bathroom Bills Is Pure Stupidity (AUDIO),FALSE
Trump disappointed House conservatives blocked healthcare bill,TRUE
 106-Year-Old Woman’s Dance With The Obamas Is The Most Adorable Thing EVER (VIDEO),FALSE
"Israel signals free hand in Syria as U.S., Russia expand truce",TRUE
"Trump calls for waterboarding, other methods in U.S. fight against Islamic State",TRUE
"London metro station incident caused by bomb, top UK police officer says",TRUE
North Korea insists U.S. student Warmbier wasn't tortured,TRUE
New Jersey holds governor primaries under shadow of unpopular Christie,TRUE
Ex-FBI chief Comey tells U.S. senators Trump pressured him on Russia probe,TRUE
"In Trump/Clinton face-off on Monday, winning over women will be key",TRUE
"'Joe the Plumber' praises Trump, cites his 'beautiful women'",TRUE
Senate to vote on motion to proceed on tax bill: lawmaker,TRUE
President Trump to attend Paris July 14 celebrations,TRUE
Turkish military says has begun reconnaissance in Syria's Idlib,TRUE
U.S. court rejects states' bid to defend consumer agency,TRUE
Obama tax inversion rules may overstep authority: U.S. lawmaker,TRUE
White House says 'critical' that House passes healthcare bill Thursday,TRUE
 ‘Dilbert’ Creator Scott Adams Says Comparing Trump To Hitler Is Racist,FALSE
 Racism Wins The Day As S.C. Prepares To Vote For Trump,FALSE
Factbox: Women who have alleged inappropriate conduct by Trump,TRUE
Over $500 million in Thai bank shares transferred on behalf of king: SEC,TRUE
U.S. urges cooperation after Kurdish leader's resignation,TRUE
U.S. Navy examining rise in health issues among F/A-18 pilots: lawmaker,TRUE
U.S. House Republican gun bill draws the ire of Democrats,TRUE
"Protesters throw rocks, bottles at police outside Trump rally in New Mexico",TRUE
 HORRIBLE News For Do-Nothing GOP: Americans Support Paid Family Leave Across Political Lines,FALSE
Netanyahu orders redraft of law seen as protecting him,TRUE
"Bomb attack kills one Bahraini policeman, wounds eight",TRUE
May to pitch on Brexit at EU summit dinner,TRUE
"Germany should be proud of its WW2 soldiers, far-right candidate says",TRUE
Senate Democrats vow to fight any Supreme Court pick not in the 'mainstream',TRUE
 Bill Maher Lights Up A Joint And Gets Real About Pot Legalization (VIDEO),FALSE
 Texas Cops Execute Naked Black Teen — Won’t Say If He Was Armed (VIDEO),FALSE
Make EU gentleman's agreement with Britain binding: EU lawmakers,TRUE
YRC shutters terminal in Puerto Rico as hurricane Irma approaches,TRUE
 Hillary Literally Laughs In The Face Of Reporter Who Pushes Insane Health Conspiracies (VIDEO),FALSE
Venezuela may ban main opposition parties from presidential vote,TRUE
Good U.S.-Cuba ties are in Russia's interests: Kremlin,TRUE
 WaPo: Trump Tried To Get Sessions To Let Racist Sheriff Joe Arpaio Off The Hook Months Ago,FALSE
In Trump We Trust: Inauguration prompts celebration in Russia,TRUE
"Saudi aims to issue tourist visas next year, official says",TRUE
'Suicidal' Danish submarine owner says journalist killed by hatch cover,TRUE
 Republicans Vote To DEFUND The U.N. In Retaliation For One Single Issue,FALSE
U.S. pledges up to $60 million for security in Sahel region,TRUE
"Children, teenagers among wounded Rohingya in crammed Bangladesh hospital",TRUE
Trump's son met Russian lawyer after promise of information on Clinton,TRUE
Iran's Soleimani arrives in Kurdish region for talks about crisis with Baghdad,TRUE
French IT firm says its tech won't be ready for re-run of Kenya poll,TRUE
 Trump Wants The Supreme Court To Punish Lawyers Who Win Cases Against His Administration,FALSE
Myanmar says working to ensure returns of Rohingya refugees,TRUE
"Exclusive: Billionaire green activist Steyer not ready to back Clinton, open to Sanders",TRUE
"Factbox: Merkel's conservatives, SPD set out policy lines for German coalition",TRUE
Obama sets state dinner table for six at unusual Nordic summit,TRUE
" Costa Mesa Official: If You Don’t Make Enough To Live Here, Get Out",FALSE
Democratic fund-raising group for Congress candidates confirms hack,TRUE
UK estimates cost of Brexit bill at 40-45 billion euros: source,TRUE
"Argentina labor unions protest job losses, Macri policies",TRUE
 GOP Debate Moderator: Facts Are TOTALLY IRRELEVANT During Republican Debates (VIDEO),FALSE
Republicans criticize partisan divide at FCC,TRUE
Republican Senator Paul to seek Senate tax plan changes,TRUE
 Trump Makes ANOTHER Racist Joke About Mexicans And It’s Worse Than Ever (VIDEO),FALSE
 RNC’s Head Of Hispanic Outreach To Step Down Because….Trump,FALSE
Republican elders urge Trump's White House to adopt carbon tax,TRUE
Trump and Duterte bond at Asia summit; U.S. says discussed rights,TRUE
 Vince Foster’s Sister Is FURIOUS With Donald Trump,FALSE
 Trump Jr. Forced To Admit To Meeting With Shady Russian Lawyer During 2016 Campaign (DETAILS),FALSE
China says it will defend interests if U.S. harms trade ties,TRUE
"""Nobody stood with the Kurds"" says bitter Barzani",TRUE
Battle lines drawn for South Africa's ANC on eve of leadership vote,TRUE
EU's top diplomat defends Iran deal after Trump speech,TRUE
 Prominent Psychiatrist Gives One DAMNING Reason Why We Shouldn’t Call Trump ‘Mentally Ill’ (IMAGE),FALSE
"After financial pledges, France urges Chad to hold elections",TRUE
Hezbollah urges Palestinian uprising over Trump's Jerusalem decision,TRUE
 WATCH: Cop Caught On Video Saying Blacks Have ‘Violent Tendencies’,FALSE
 Zombie Reagan BLASTS Modern GOP For Obstructing Nominee (VIDEO),FALSE
Trump to sign order on Tuesday easing energy regulations: officials,TRUE
 Trump Threatens Actor Tom Arnold For Talking About ‘Apprentice’ Tapes That Show Him Saying The N-Word,FALSE
Democrat Donnelly to support Trump pick for U.S. Supreme Court,TRUE
 WATCH: This 103-Year-Old Woman Vows To Live Long Enough To Vote Against Trump,FALSE
" Man Shoots His Ex-Girlfriend In The Face, But It’s All Good Because This Is Florida",FALSE
 Trump Finally Booted A Certain White Supremacist From The National Security Council,FALSE
 Trump Campaign Hits New Low With These Sexist Anti-Hillary Buttons (IMAGES),FALSE
Former head of Chinese news agency expelled from party for graft,TRUE
" Hillary Boils The GOP’s Entire Problem Down To A Single, Brilliant Sentence",FALSE
 WATCH: Trump Supporter Sits In Silent Humiliation After Being SCHOOLED By Van Jones On Russia,FALSE
Iran says it does not interfere in Lebanese state affairs: TV,TRUE
 Trump Is Trying To Make Facebook Give Him Personal Info Of People Who Criticize Him,FALSE
South Korea sees more possible North Korea ballistic missile tests: defense ministry,TRUE
 Here’s What We ALL Need To Do If Trump Moves To Fire Mueller And Shut Down The Russia Probe,FALSE
U.S. Congress to act on Puerto Rico relief: House Speaker,TRUE
 BOMBSHELL: Senate Intel Committee Hearing Reveals FRIGHTENING Extent Of Russia’s Meddling,FALSE
Russia hunting four people behind huge bomb hoax campaign,TRUE
"Lebanon's Hariri on Twitter: ""I am on the way to the airport""",TRUE
 IRS Slams Trump Foundation For Breaking The Law,FALSE
Secretary of state nominee says risk of climate change does exist,TRUE
Checks for free: a Mexican plan to combat poverty,TRUE
Foreign tourist numbers up 23 percent in Tunisia in 2017,TRUE
‘BIZARRE’ HILLARY CLINTON After Election Tells of Screaming Into Her Pillow [Video],FALSE
Indigenous woman registers to run for Mexican presidency in 2018,TRUE
 Trump Kills MASSIVE Infrastructure Project That Would Have Created Thousands Of Jobs,FALSE
McConnell on healthcare bills: What does Trump want?,TRUE
White House says it believes Saudi Arabia will open Yemen port,TRUE
Ohio's 'dirty little secret': blue-collar Democrats for Trump,TRUE
U.N. says it believes Afghanistan air strike killed civilians,TRUE
Burst tire may have caused deadly tourist bus crash in Mexico -police,TRUE
Trump says he's considering keeping parts of Obamacare: WSJ,TRUE
Hong Kong's underused military land a potential goldmine: but a minefield for government,TRUE
U.S. insurer lobby group seeks delay in 2018 Obamacare deadline,TRUE
Australia's Queensland calls snap election in test for far-right candidates,TRUE
"U.S. military can withstand the sage grouse, lawmakers say",TRUE
 The Sleazy Shot Trump Just Took At Manafort Proves He’s Terrified,FALSE
Brazil tries to avert credit downgrade as pension reform doubts grow,TRUE
 DNC Chair Speaks Out On Revolting Trump Tape: ‘This Is Who Donald Trump Truly Is’ (VIDEO),FALSE
JUST IN: ROY MOORE Accuser ADMITS to FORGING Yearbook,FALSE
"In emotional farewell speech, Michelle Obama praises diversity",TRUE
" Trump Calls For A Boycott Of Apple, But Forgets He’s Tweeting On An iPhone",FALSE
 Geraldo Rivera: GOP Will Only Nominate A ‘Crazy Person’ Who ‘Can Never Be Elected’ (VIDEO),FALSE
Kansas governor orders Planned Parenthood funding cut,TRUE
Poland's ruling party plans legal changes ahead of 2018 local elections,TRUE
"Former friend Malaysia halts all imports from North Korea, data shows",TRUE
EU lawmakers give tentative nod to Brexit clearing law that could clobber Britain,TRUE
McConnell optimistic of tax bill deal between Senate and House,TRUE
Instant View: Comey accuses Trump administration of defaming him,TRUE
 The Very Scary Reason Trump’s Evangelicals Don’t Care About Cuts To Programs For Those In Need,FALSE
 Kellyanne Conway Says Trump Should Be Treated With The Respect He Deserves (AUDIO),FALSE
Young conservative Kurz on track to be Austrian leader: vote projections,TRUE
WATCH SHERIFF’S Honest Response After a School Shooting: “The gun didn’t change…” [Video],FALSE
 Obama Just CRUSHED Trump’s Delusional Claim That He Ordered Trump Tower’s ‘Wires Tapped’,FALSE
Clinton's IT aide to plead the Fifth in email lawsuit: The Hill,TRUE
Turkey issues detention warrants for 115 people in post-coup probe: Anadolu,TRUE
China reiterates opposition to South Korea's THAAD anti-missile system,TRUE
"Italy's 5-Star sheds anti-EU image, calls for reform",TRUE
Clash between military and suspected gang leaves nine dead in southern Mexico,TRUE
U.S. House Speaker Ryan offers election-year security agenda,TRUE
 Guess Who Donald Trump Blames For His Ridiculous Orange Clown Hair (VIDEO),FALSE
"Brazil's largest ever corruption probe nearing its end, judge says",TRUE
Kansas governor tapped as religious ambassador reflects on legacy,TRUE
Trump ends difficult week by focusing on Hillary Clinton,TRUE
"After 2016 campaign, more Americans consider Russia a threat: Reuters/Ipsos poll",TRUE
Trump tax plan hits bump in Senate as Rand Paul weighs 'no' vote,TRUE
Central African Republic children starve as aid workers flee fighting,TRUE
German police present stolen John Lennon diaries,TRUE
 Orlando Gunman’s Ties To Anti-Gay Muslim Extremists Exposed (VIDEO),FALSE
 Trouble In Paradise? Trump Distances Himself From Sarah Palin After Paul Ryan Tirade (VIDEO),FALSE
 CNN Host Calls Out Trump’s Uncle Tom Spokeswoman And It Is GLORIOUS (VIDEO),FALSE
"Second woman enters Russian presidential race, campaigning for single mothers",TRUE
" Trump Has A Really, REALLY Disturbing Bedtime Ritual, It Will DISGUST You (DETAILS)",FALSE
Trump election puts Iran nuclear deal on shaky ground,TRUE
 This Conservative Wants To Let Scalia Vote From The Grave On SCOTUS Cases (VIDEO),FALSE
 Virginia Paper Trolls Gov. Pat McCrory Hard With Its ‘Endorsement’ For His Re-Election,FALSE
Support for an independent Catalonia rises to three-year high: poll,TRUE
U.N. rights chief says EU deal on Libya migrants falls short,TRUE
Israel pushes on with law seen protecting PM under criminal probe,TRUE
U.S.-backed militia to capture last Raqqa areas in hours: spokesman,TRUE
"EU parliament mauls UK's Brexit progress, May urged to 'sack Boris'",TRUE
 Texas School Officials Request For New Name Goes Horribly Wrong (VIDEO),FALSE
Catalonia or Neverland? Humor relieves tension in Spain,TRUE
Islamic State claims responsibility for attack in Nigeria,TRUE
 Obama Finally Takes Action: Kicks 35 Russian Diplomats Out Of U.S. Over Election Tampering,FALSE
Slovenia's President Pahor wins second term in close race,TRUE
" John Boehner Has A New Job, And It’s Vile (VIDEO)",FALSE
"U.S. Republicans working on Medicaid, tax credit changes: Ryan",TRUE
Comey signs book deal after abrupt end to FBI career,TRUE
Poll shows improvement in Brazil President Temer's low approval rating,TRUE
Vietnam PM wants stronger U.S. role in South China Sea,TRUE
Trump slaps sanctions on Venezuela; Maduro sees effort to force default,TRUE
Defeat of Islamic State in Raqqa may herald wider struggle for U.S.,TRUE
"New Zealand Labour still wants TPP part, but only if it can ban foreign home ownership",TRUE
McCain warns Iraq against misuse of U.S. arms against Kurds,TRUE
 WATCH: This Is How President Obama And Donald Trump Treat Women,FALSE
UK foreign secretary says Hariri should return to Lebanon,TRUE
 The Donald Trump Campaign Is Getting Out The Vote – For Democrats,FALSE
"Hungary demands faster EU, NATO integration of West Balkans",TRUE
Trump picks lawyer Ty Cobb to handle Russia probe,TRUE
Obama says several Vietnam activists prevented from meeting him,TRUE
Trump nominates businessman with Asia background as Navy secretary,TRUE
Hedge fund manager shuts firm to explore run for Connecticut governor,TRUE
China's military practices for 'surprise attack' over sea near Korea,TRUE
 Oregon Cop Convicted Of Shattering Biker’s Collarbone With Kick Forgot Dashcam Was On (VIDEO),FALSE
Exclusive: U.S. suspends aid to Somalia's battered military over graft,TRUE
German far-right party wants journalists' private data,TRUE
Mercury partner says firm cooperating with Mueller's Russia probe,TRUE
Palestinian accord must abide by international accords: Israeli official,TRUE
 A Bi-Partisan Miracle: Federal Employee Health Plans Add Critical Autism Benefit,FALSE
Democratic Party communications director expected to depart DNC amid hacking fallout,TRUE
 Democrats Literally Scream ‘Shame’ At Republicans For Blocking LGBT Amendment (VIDEO),FALSE
Factbox: Trump gives nod to Keystone XL oil pipeline,TRUE
Venezuela says U.S. sanctions designed to push Venezuela to default,TRUE
"German officials receive threatening letters, fake anthrax, police say",TRUE
"Turkey to hire 110,000 new public servants in 2018",TRUE
" Enough About Texas, Let’s Talk Taxes: Trump’s Priorities Shift To Breaks For The Rich",FALSE
" David Letterman Is Sick And Tired Of Trump’s Constant Whining, Has PERFECT Solution To Stop It",FALSE
Trump allies say Mueller unlawfully obtained thousands of emails,TRUE
" Obama Tells GOP To F*ck Off, Picks A Supreme Court Nominee Anyway (VIDEO)",FALSE
At least 45 killed in ethnic fighting in South Sudan: official,TRUE
Former Trump adviser Flynn pleads guilty to lying to FBI,TRUE
U.S. citizen on the run after busting out of Bali prison,TRUE
Trump scrambles to find top national security aide,TRUE
Japan detects radio signals pointing to possible North Korea missile test: source,TRUE
Zimbabwe's Mugabe told Zuma he was confined to home but fine: South African presidency,TRUE
EU should not mediate in Catalan crisis: France's Macron,TRUE
 Former Business Partner Predicts Prison For Trump Once He Tells Authorities What He Knows,FALSE
 Watch Women Reverse Roles And Tell Male Republican Candidates What They Should Do With Their Bodies (VIDEO),FALSE
Four French schoolchildren killed as train plows into bus,TRUE
Trump administration vastly expands global anti-abortion policy,TRUE
Trump calls first debate moderator a Democrat; records show otherwise,TRUE
" Howard Stern Says Trump Is ‘Pissed’ That He Won, Has A ‘Sensitive Ego’ (AUDIO)",FALSE
"Merkel's conservatives tempt SPD with offer on healthcare, jobs",TRUE
 Paul Ryan TRASHES Trump On RNC’s First Day: He Is ‘Not My Kind of Conservative’,FALSE
U.S. judge halts deportation of Iraqis nationwide,TRUE
"Despite carbon ruling, White House says U.S. can meet climate deal goals",TRUE
"After delay, Republicans in Congress prepare to introduce tax bill",TRUE
 WATCH: Keith Olbermann RIPS Republicans For Letting Russia Take Over Our Country,FALSE
U.S. congressional panels spar over 'Trump dossier' on Russia contacts,TRUE
 Elizabeth Warren BURIES Trump After He Throws Temper Tantrum Over Her Attacks,FALSE
 Armed White Thugs Hunt Down Black Teen Until He Collapses And Dies,FALSE
Obama confident U.S. will move in right direction on climate,TRUE
Panama to send immigration envoys to China as visa limits lifted,TRUE
Police investigating militants search Brussels houses,TRUE
" REVEALED: Trump Illegally Violated Embargo Against Cuba, Putting Money In ‘Killer’ Fidel Castro’s Hands",FALSE
Fights erupt at pro-Trump rally on California beach,TRUE
 You Can’t Make This Sh*t Up: Kellyanne Conway Punched A Dude At Inaugural Ball (SCREENSHOTS),FALSE
 Tapper SLAMS Trump For BIZARRE Behavior At ‘Wild’ And ‘Unhinged’ Presidential Presser (VIDEO),FALSE
Trump advisers to meet Tuesday to discuss Paris climate agreement,TRUE
